first,second,glove,cbow,skipgram,lsa,pmi
0.0,1.0,0.9966987820064642,0.9996547102928162,0.9988279342651367,1.0,0.0
0.06666666666666667,0.14285714285714285,-0.9967378595683914,-0.5606927871704102,-0.06159616634249687,0.40489337,0.30657359638272924
0.06666666666666667,0.14285714285714285,-0.9967744179163751,-0.5643069744110107,-0.05660616606473923,0.40489334,0.30657359638272924
0.06666666666666667,0.14285714285714285,-0.9963572685995431,-0.5854392051696777,-0.049291595816612244,0.40489334,0.30657359638272924
0.14285714285714285,0.3333333333333333,0.999901009888757,-0.5893118381500244,-0.00859740562736988,1.0,0.4421141086977403
0.06666666666666667,0.14285714285714285,-0.9963713545938802,-0.3052104413509369,-0.03195913881063461,0.52545375,0.30657359638272924
0.06666666666666667,0.14285714285714285,-0.9961547201660019,-0.3011990785598755,-0.0338396281003952,0.52545375,0.30657359638272924
0.06666666666666667,0.14285714285714285,-0.9960305503495608,-0.28815391659736633,-0.04065747931599617,0.52545375,0.30657359638272924
0.06666666666666667,0.14285714285714285,-0.9959306446138687,-0.299873411655426,-0.025378063321113586,0.52545375,0.30657359638272924
0.06666666666666667,0.14285714285714285,-0.995759402928215,-0.3065684735774994,-0.03317181020975113,0.52545375,0.30657359638272924
0.06666666666666667,0.14285714285714285,-0.9958770186654439,-0.30632346868515015,-0.03642676770687103,0.52545375,0.30657359638272924
0.06666666666666667,0.14285714285714285,-0.9967711330477008,-0.5621761083602905,-0.02942616119980812,0.40489337,0.30657359638272924
0.06666666666666667,0.14285714285714285,-0.9967714686272673,-0.573886513710022,-0.04911139979958534,0.40489334,0.30657359638272924
0.06666666666666667,0.14285714285714285,-0.9961308406312601,-0.5761982202529907,-0.06623096764087677,0.40489334,0.30657359638272924
0.14285714285714285,0.3333333333333333,0.9964650084163834,-0.592139720916748,0.011178024113178253,1.0,0.4421141086977403
0.06666666666666667,0.14285714285714285,-0.9901583568830086,-0.2944665551185608,-0.042502280324697495,0.52545375,0.30657359638272924
0.06666666666666667,0.14285714285714285,-0.9899287883347095,-0.2904558777809143,-0.04415743425488472,0.52545375,0.30657359638272924
0.06666666666666667,0.14285714285714285,-0.9899930188563724,-0.2960960268974304,-0.0543602854013443,0.52545375,0.30657359638272924
0.06666666666666667,0.14285714285714285,-0.989872208911459,-0.3076789677143097,-0.03892510384321213,0.52545375,0.30657359638272924
0.06666666666666667,0.14285714285714285,-0.9895497847996375,-0.3030393719673157,-0.03667542338371277,0.52545375,0.30657359638272924
0.06666666666666667,0.14285714285714285,-0.9897160035483312,-0.30271345376968384,-0.040106263011693954,0.52545375,0.30657359638272924
0.0,0.3333333333333333,0.9939146532333911,0.14634515345096588,0.1593785583972931,-0.2540921,0.0
0.0,0.3333333333333333,0.9929582922733492,0.17041194438934326,0.15990017354488373,-0.25409207,0.0
0.0,0.3333333333333333,-0.9964528297138778,0.5701392889022827,0.5774010419845581,0.40489334,0.0
0.14285714285714285,0.3333333333333333,0.9959771720529932,0.03358863294124603,0.21059918403625488,0.99071383,0.6131471927654585
0.14285714285714285,0.3333333333333333,0.995974619238711,0.03165310621261597,0.21705135703086853,0.99071383,0.6131471927654585
0.0,0.3333333333333333,0.9897370747894393,0.086000956594944,0.22080358862876892,-0.17622784,0.0
0.0,0.3333333333333333,0.9896933935509951,0.08836262673139572,0.21624085307121277,-0.17622784,0.0
0.0,0.3333333333333333,0.989552199437207,0.09032398462295532,0.20753884315490723,-0.17622781,0.0
0.0,0.3333333333333333,0.9891631887824893,0.10555560886859894,0.20722752809524536,-0.17622781,0.0
0.0,0.3333333333333333,0.9926788739514736,0.15881289541721344,0.17009925842285156,-0.2540921,0.0
0.0,0.3333333333333333,-0.9966149338801299,0.5813764929771423,0.5757469534873962,0.40489334,0.0
0.0,0.3333333333333333,0.9903457323593917,0.07011252641677856,0.22355777025222778,-0.17622782,0.0
0.0,0.3333333333333333,0.9903190107910226,0.06522561609745026,0.22953152656555176,-0.17622782,0.0
0.14285714285714285,0.3333333333333333,0.9961835185576301,0.021255649626255035,0.22361010313034058,0.9907138,0.6131471927654585
0.14285714285714285,0.3333333333333333,0.9960875835341885,0.03399355709552765,0.2231401950120926,0.9907138,0.6131471927654585
0.0,0.3333333333333333,0.9891364348419577,0.07994481921195984,0.20642715692520142,-0.17622784,0.0
0.0,0.3333333333333333,0.989405203987371,0.07531563192605972,0.20937731862068176,-0.17622784,0.0
0.0,0.3333333333333333,-0.9961274736341175,0.5728763341903687,0.5805116891860962,0.40489334,0.0
0.0,0.3333333333333333,0.9898348308354057,0.08587062358856201,0.22491422295570374,-0.17622782,0.0
0.0,0.3333333333333333,0.9891187698916398,0.0894613265991211,0.2199375480413437,-0.17622782,0.0
0.0,0.3333333333333333,0.988919801119628,0.0897727757692337,0.21774998307228088,-0.17622782,0.0
0.0,0.3333333333333333,0.9891809047236237,0.09163838624954224,0.2176624983549118,-0.17622782,0.0
0.14285714285714285,0.3333333333333333,0.9961707134686393,0.04533999785780907,0.20241707563400269,0.9907138,0.6131471927654585
0.14285714285714285,0.3333333333333333,0.9962799355747193,0.03476555645465851,0.20714974403381348,0.9907138,0.6131471927654585
0.06666666666666667,0.14285714285714285,-0.996668594648887,-0.276387095451355,-0.05188189819455147,0.52545375,0.30657359638272924
0.06666666666666667,0.14285714285714285,-0.9964071481820479,-0.2744137644767761,-0.05480203032493591,0.52545375,0.30657359638272924
0.06666666666666667,0.14285714285714285,-0.9964223187677451,-0.2571108937263489,-0.06483837962150574,0.52545375,0.30657359638272924
0.06666666666666667,0.14285714285714285,-0.9963263484357674,-0.25430428981781006,-0.055287592113018036,0.52545375,0.30657359638272924
0.06666666666666667,0.14285714285714285,-0.9960413810527071,-0.2636561393737793,-0.04189690202474594,0.52545375,0.30657359638272924
0.06666666666666667,0.14285714285714285,-0.9961704723544266,-0.26396992802619934,-0.03928322345018387,0.52545375,0.30657359638272924
0.0,1.0,0.9980231295163293,0.9996803998947144,0.9996944665908813,1.0,0.0
0.0,0.6,0.9928358223987369,0.2714855670928955,0.35654425621032715,-0.08584754,0.0
0.0,0.6,0.9928658432693267,0.2834566533565521,0.3310691714286804,-0.08584754,0.0
0.0,0.6,0.9928697589924188,0.2825849652290344,0.35315021872520447,-0.08584751,0.0
0.0,0.6,0.9925961267798865,0.2868937849998474,0.350538969039917,-0.08584751,0.0
0.0,0.6,0.992715231926614,0.2679802179336548,0.37181219458580017,-0.08584754,0.0
0.0,0.6,0.9925765633874076,0.27958282828330994,0.3462469279766083,-0.08584754,0.0
0.0,0.6,0.9923387436724955,0.2722429037094116,0.36826470494270325,-0.08584751,0.0
0.0,0.6,0.9916442826441145,0.27646738290786743,0.3657284379005432,-0.08584751,0.0
0.0,1.0,0.9979028154063647,0.9996986389160156,0.9991898536682129,1.0,0.0
0.0,0.6,0.9915334838995494,0.27130788564682007,0.36565274000167847,-0.085847504,0.0
0.0,0.6,0.9919940453734547,0.2680201828479767,0.3728823661804199,-0.085847504,0.0
0.0,0.6,0.9919277279232275,0.28078487515449524,0.3410261571407318,-0.085847504,0.0
0.0,0.6,0.9921775886152925,0.2775130569934845,0.3484223484992981,-0.085847504,0.0
0.0,1.0,0.9976471397276216,0.9996837377548218,0.9999330043792725,1.0,0.0
